mda_file,mean,std,25%,50%,75%
mda/1390162_0001144204-14-018352.mda,0.0142568793626,0.187461753969,-0.0582420695573,0.0656082257628,0.113361516967
mda/1393818_0001193125-14-077145.mda,-0.001890196931,0.217658591901,-0.115883748978,0.0499388482422,0.120406426489
mda/84839_0001552781-14-000153.mda,0.0214316396661,0.22002569519,-0.0799758266658,0.0608593225479,0.135258231312
mda/1518461_0001477932-14-001383.mda,-0.076305620571,0.302316202977,-0.177108906209,0.00572984665632,0.0936284177005
mda/1169445_0001169445-14-000005.mda,-0.00148893931004,0.248048162366,-0.0856041945517,0.0564595237374,0.119587214664
mda/1311370_0001193125-14-073418.mda,0.00161942302153,0.217555343817,-0.0737191196531,0.0608593337238,0.12342277728
mda/1383756_0000721748-14-000135.mda,-0.0242076646699,0.282555414043,-0.198280714452,-0.0166461449116,0.141717985272
mda/1074828_0001199835-14-000015.mda,0.0311396514094,0.19203707646,-0.0387266613543,0.0708411298692,0.124098621309
mda/1534287_0001193125-14-121820.mda,-0.0161354906773,0.229198841716,-0.135472264141,0.0440873131156,0.123256787658
mda/884269_0001437749-14-003563.mda,-0.0667295743597,0.303233214337,-0.238802399486,-0.0287482468411,0.0905480850488
mda/1425883_0001262463-14-000052.mda,-0.045471561916,0.236183925502,-0.176711335778,-0.0211947802454,0.133356429636
mda/1533743_0001393905-14-000131.mda,-0.0410312954078,0.267944882176,-0.125801095739,0.000484476797283,0.0909886751324
mda/70866_0000070866-14-000011.mda,0.00231884395562,0.187756535573,-0.103236339986,0.0527169834822,0.078389197588
mda/1410056_0001193125-14-124271.mda,-0.0258214848398,0.257448356422,-0.122978746891,0.0314065739512,0.0941634085029
mda/1042173_0001042173-14-000003.mda,-0.0415398550951,0.25043090802,-0.105564072728,0.0266742743552,0.0882481336594
mda/1023731_0001136261-14-000239.mda,-0.0159641920578,0.205762263236,-0.108076382428,0.00169375538826,0.072645790875
mda/1560449_0001144204-14-018636.mda,-0.00576250941867,0.220507828438,-0.138827130198,0.00633031129837,0.114862643182
mda/863436_0000863436-14-000006.mda,-0.00124935231655,0.254049340087,-0.14208483696,0.0327208936214,0.142995759845
mda/701221_0001047469-14-001502.mda,0.0141022146885,0.183002476461,-0.0617409422994,0.0662029236555,0.109711878002
mda/1411168_0001376474-14-000018.mda,-0.0218534211745,0.288900536523,-0.123978922144,-0.0684964135289,0.167051576078
mda/1037676_0001047469-14-001604.mda,0.0582609039314,0.211885220796,-0.0381589746103,0.0899986624718,0.189825754613
mda/896493_0001437749-15-006253.mda,-0.034961597176,0.258330992092,-0.144459798932,0.0515086129308,0.0931499712169
mda/1267130_0001267130-14-000030.mda,0.0359364825635,0.172153671539,-0.0483041293919,0.0656244754791,0.112697131932
mda/39677_0001445305-14-001069.mda,0.0168430852727,0.190279856268,-0.053883433342,0.0608593821526,0.108396269381
mda/885639_0000885639-14-000007.mda,0.0121991137163,0.167243869085,-0.0580698475242,0.0512884072959,0.0942341685295
mda/1118072_0001554795-14-000240.mda,0.009360504178,0.230079607875,-0.154672279954,0.0132554685697,0.161053448915
mda/915140_0000910612-14-000012.mda,0.0115180479716,0.178931491898,-0.0833552852273,0.0433973520994,0.114259179682
mda/1113513_0001354488-14-001429.mda,-0.0968293002678,0.310104513092,-0.306324869394,-0.0698195919394,0.115149050951
mda/1610092_0001047469-15-001589.mda,0.0644081017078,0.245503087332,-0.0735020041466,0.0922383591533,0.290652662516
mda/945436_0000945436-14-000023.mda,0.177619387706,0.175910337474,0.103224247694,0.275887966156,0.301148816943
mda/1542261_0001542261-14-000002.mda,-0.110685182735,0.289202385605,-0.164496853948,-0.0609382390976,0.0977621152997
mda/25475_0000025475-14-000033.mda,0.00260538690885,0.16726200261,-0.0809212438762,0.0608593299985,0.0923631489277
mda/1428397_0001144204-14-022306.mda,-0.0160298551752,0.256745358907,-0.159084878862,-0.0208542272449,0.134567953646
mda/1477009_0001354488-14-001922.mda,0.00555397022169,0.199255873909,-0.0603283485398,-0.0191367361695,0.107105977833
mda/946823_0001193125-14-101757.mda,-0.00681925767121,0.156803237683,-0.0338660236448,0.0289762616158,0.0723011493683
